formations,experiences,competences,Qualités,langues,permis,metier
['Formation SYSTEME ELECTRONIQUE NUMERIQUE\n\n| Bac ou équivalent 2015 Diplôme ou qualification obtenu(e). - Domaine de formation : Électronique Compétences Dépanner des équipements informatiques (Intermédiaire) Saisir une commande sur informatique (Intermédiaire) Voir plus Voir moins'],[],"[""Accueillir le client et l'installer"", 'Apporter une assistance technique aux équipes', 'Effectuer le service des plats à table', 'Identifier, traiter une demande client', 'Prendre une commande client', 'Réaliser un service en salle', 'Micro-informatique', ""Système d'exploitation informatique Android"", ""Système d'exploitation informatique VirtualBox"", ""Système d'exploitation Linux"", ""Système d'exploitation Windows"", 'Changer ou réparer une pièce ou un ensemble défectueux', 'Dépanner des équipements informatiques', 'Entretenir, nettoyer un espace, un lieu, un local', 'Essuyer et ranger la vaisselle, la verrerie, les ustensiles de cuisine', 'Nettoyer une salle de réception', ""Réaliser la mise en place de la salle et de l'office"", ""Configurer le poste de travail aux besoins de l'utilisateur"", 'Organiser le traitement des commandes', ""Procédures d'encaissement"", 'Saisir une commande sur informatique', 'Préparer des boissons chaudes ou froides', 'Utilisation de matériel de bar', 'Analyser, résoudre un problème courant ou complexe']","[""Être à l'écoute, faire preuve d'empathie"", 'Organiser son travail selon les priorités et les objectifs', ""S'adapter aux changements"", 'Travailler en équipe']",['Anglais'],['B - Véhicule léger'],Stage en informatique
"[""Formation Technicien d'assistance informatique\n\n| Bac ou équivalent 2025 Formation de technicien d'assistance en informatique en cours, du 10/02/2025 au 07/10/2025. - Domaine de formation : Maintenance Assistance Informatique Voir plus Voir moins"", ""Formation Titre professionnel technicien d'assistance en informatique 2025"", 'Formation 1ère année BEP électronique\n\n| CAP, BEP et équivalents 2003 - Domaine de formation : Électronique Voir plus Voir moins']","['Expérience Stage developpement informatique\n\n| AnseTechnology (Toulon) août 2024 Travail + test sur une application pour la française des jeux Voir plus Voir moins', 'Expérience web development prework ""Le Chaudron""\n\n| 3w Academy (Toulon) de déc. 2022 à avr. 2023 (5 mois) Apprentissage code informatique :HTML, CSS, PHP,Javascript Voir plus Voir moins', 'Expérience Elaboration projet professionnel\n\n| ADAPT VAR (Toulon) de janv. 2022 à mai 2022 (5 mois)', 'Expérience Stage\n\n| Les yeux dans les jeux (Toulon) oct. 2021 Accueil joueurs et joueuses, participation aux jeux Voir plus Voir moins', 'Expérience Remobilisation Socioprofessionnelle\n\n| ADAPT VAR (Toulon) de juil. 2021 à nov. 2021 (5 mois)', 'Expérience Employé polyalent de restauration\n\n| Alma pizza (Toulon) févr. 2017', 'Expérience Employé polyvalent de restauration\n\n| QUICK (LA GARDE) de août 2009 à avr. 2012 (2 ans et 9 mois)']","['Chaîne du froid', 'Fiches techniques de cuisine', 'Modes de cuisson des aliments', 'Système Hazard Analysis Critical Control Point (HACCP)', 'Techniques de conditionnement', 'Techniques de conservation des aliments', 'Changer ou réparer une pièce ou un ensemble défectueux', 'Dépanner des équipements informatiques', 'Entretenir, nettoyer un espace, un lieu, un local', 'Entretenir un équipement, une machine, une installation', 'Réaliser la plonge', 'Connectique', 'Logiciel de traitement de texte', 'Plonge manuelle', 'Techniques de dressage des plats', ""Configurer le poste de travail aux besoins de l'utilisateur"", ""Intégrer des composants d'équipements informatiques ou bureautiques"", 'Réaliser une configuration standard sur un poste de travail', 'Cuire des viandes, poissons ou légumes', 'Démonter un équipement, une installation', 'Préparer des plats culinaires', 'Conditionner des produits', ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Types de sandwichs', 'Utilisation de machine de plonge automatisée', ""Prendre une décision et l'expliquer"", 'Installer un équipement chez un client', 'Organiser, aménager un espace de vente', 'Faire preuve de patience et garder son sang-froid même avec les gens désagréables', 'Analyser, résoudre un problème courant ou complexe', 'Autodidacte']","[""Faire preuve d'autonomie"", 'Faire preuve de curiosité', 'Faire preuve de persévérance', 'Faire preuve de réactivité', 'Faire preuve de rigueur et de précision', 'Organiser son travail selon les priorités et les objectifs']",['Anglais'],[],Stage en informatique
"['Formation Brevet de technicien supérieur - Services informatiques aux organisations - Option Slam\n\n| Bac+2 ou équivalents 2022 Diplôme ou qualification obtenu(e).', 'Formation Bac Professionnel Systèmes numeriques Option Risc\n\n| Bac ou équivalent 2020', 'Formation BEP Systèmes Numériques\n\n| CAP, BEP et équivalents 2019']","['Expérience agent administratif \n\n| Prefecture de la Nievre  (Nevers) de mai 2023 à déc. 2023 (8 mois) traitement de dossier. Voir plus Voir moins', 'Expérience Service Civique\n\n| Préfecture de la Nièvre (Nevers) de août 2022 à avr. 2023 (9 mois) Médiateur numérique pour les carte grise et permis de conduire Voir plus Voir moins', ""Expérience Stage Développeur web\n\n| SNCF RESEAU (Strasbourg) de févr. 2022 à avr. 2022 (3 mois) Développement d'une application Web Voir plus Voir moins"", ""Expérience Stage Technicien informatique\n\n| SNCF RESEAU (Strasbourg) de juin 2019 à juil. 2019 (2 mois) Maintenance d'ordinateur, Développement Web Voir plus Voir moins""]","['C#', 'CSS', 'Gestion de bases de données NoSQL', 'GitHub', 'HTML', 'Langage C++', 'Microsoft Excel', 'Microsoft SQL Server', 'Microsoft Visual Studio', 'Microsoft Word', 'PHP', ""Système d'exploitation informatique Open BSD"", ""Système d'exploitation Linux"", ""Système d'exploitation Windows"", 'Web dynamique', 'Développer une application en lien avec une base de données', 'Sélectionner, assembler et intégrer des composants informatiques (progiciels, bases de données, développements spécifiques, ...)', ""Tester un logiciel, un système d'informations, une application"", 'BLAZOR', 'RAZOR', 'Windows serveur']","[""Faire preuve d'autonomie"", 'Faire preuve de curiosité', 'Gérer son stress', 'Organiser son travail selon les priorités et les objectifs']",['Anglais'],[],Stage en informatique
"['Formation Bts Ndrc - Negociation Et Digitalisation De La Relation Clients Imc Alternance Saint-denis\n\n| Bac+2 ou équivalents 2024', 'Formation Baccalaureat Economique Et Social Lycee Saint John Pers, Paris\n\n| Bac ou équivalent 2020', 'Formation ES\n\n| Bac ou équivalent 2020 - Domaine de formation : Économie Voir plus Voir moins']","[""Expérience Commercial\n\n| (Bezons) de sept. 2022 à juin 2024 (1 an et 10 mois) ISC DISTREL SA, Bureau Durant mon BTS NDRC en alternance et au sein d'ISC Distrel, distributeur officiel de composants électroniques en France, j'ai renforcé les relations commerciales et stimulé l'expansion du portefeuille clients grâce à des techniques de vente innovantes et un suivi client attentif Voir plus Voir moins"", ""Expérience Le chef Thaï Serveur\n\n| (Paris) de janv. 2020 à déc. 2021 (1 an et 11 mois) Le chef Thaï, Restaurant Serveur Au restaurant Le Chef Thai à , j'assurai une expérience culinaire thaïlandaise authentique à chaque client grâce à ma connaissance approfondie du menu et à une communication chaleureuse Voir plus Voir moins""]","['Charger, décharger, manutentionner des produits', 'Conditionner des produits', 'Réaliser le prélèvement de produits selon les instructions de préparation de commande et constituer les colis, lots, ...', ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Cuire des viandes, poissons ou légumes', 'Préparer, assembler des plats simples', 'Préparer des plats culinaires', 'Microsoft Project', 'Techniques de négociation avancées', ""Procédures d'encaissement"", 'Techniques de marketing digital', ""Faire preuve d'ouverture d'esprit et d'impartialité en étant factuel"", 'Organiser, aménager un espace de vente', 'Types de sandwichs', 'Techniques de vente et de promotion', 'Digital Design']",[],"['Anglais', 'Chinois (Mandarin)']","['A - Moto', 'AM - Cyclomoteur <= 50 cm3']",Stage en informatique
"['Formation CHARGE(E) DES RESSOURCES HUMAI 2025', 'Formation ASISTANTE RESSOURCES HUMAINES\n\n| Bac+2 ou équivalents 2024 Diplôme ou qualification obtenu(e). - Domaine de formation : Ressources Humaines Voir plus Voir moins', 'Formation SECRETAIRE  COMPTABLE\n\n| Bac ou équivalent 2007 Diplôme ou qualification obtenu(e). - Domaine de formation : Comptabilité Générale Voir plus Voir moins', 'Formation BACCALAUREAT LITTERAIRE\n\n| Bac ou équivalent 1998 Diplôme ou qualification obtenu(e). - Domaine de formation : Littérature Voir plus Voir moins']",[],"['Gestion administrative', 'Gestion administrative du courrier', 'Logiciel de traitement de texte', 'Utilisation de logiciels de tableur', 'Législation sociale', ""Modalités d'accueil"", 'Accueillir, orienter, renseigner un public', 'Assurer un accueil téléphonique', 'Concevoir des supports de suivi et de gestion', 'Actualiser des processus, des méthodes et outils de gestion']","[""Être à l'écoute, faire preuve d'empathie"", 'Organiser son travail selon les priorités et les objectifs', 'Respecter ses engagements, assumer ses responsabilités', ""S'adapter aux changements"", 'Travailler en équipe']",['Anglais- Niveau B1'],"['A - Moto', 'B - Véhicule léger']",Stage en informatique
"['Formation CQP APS 2017', 'Formation SSIAP 1 2017', 'Formation Bac Pro Vente (Prospection-Négociation-Suivi de clientèle) avec mention bien\n\n| Bac ou équivalent 2013 Diplôme ou qualification obtenu(e). - Domaine de formation : Commerce Voir plus Voir moins']","[""Expérience CDI - Sécurité et Incendie - 6 ans\n\n| M-Securité (06400 Cannes) de mai 2018 à mai 2024 (6 ans) Agent de sécurité et incendie - Résidence du Gray d'Albion au PC Sécurité.\nVidéosurveillance, recherche caméra, utilisation du SSI Siemens et Chubb, GTC Niagara, Intervention sur flagrant délit vol simple et cambriolage d'appartement, feu, grave fuite technique etc...\nRonde de prévention via pointeaux.\nPrise de consigne, main courante et rapport sur intervention.\nTravail d'équipe. Voir plus Voir moins"", 'Expérience CDI - Agent de Securité - 2 mois\n\n| AES (83440 Montauroux) de mai 2017 à juil. 2017 (3 mois) PC + Rondes dans le magasin + Arrière caisse et Surveillance du parking dans une guérite le dimanche tout en effectuant des rondes de contrôle. Voir plus Voir moins', ""Expérience CDI - Equipier Polyvalent - 3 ans\n\n| McDonald's (57390 Audun le tiche) de juil. 2014 à févr. 2017 (2 ans et 8 mois) Poste en cuisine grill, ligne et frits (poulets).\nFrites.\nPlongeur.\nPoste en Swing lors des rushs du midi et du soir.\nNettoyage, fermeture, ouverture de la cuisine.\nInventaire des stocks et mise en place avant l'arrivée des clients. Voir plus Voir moins"", ""Expérience Stage - Assistant commercial - 3 mois\n\n| THOME (57100 Manom) de févr. 2013 à avr. 2013 (3 mois) Stage d'appui opérationnel, commercial et administratif. Présence au SAV. Voir plus Voir moins"", 'Expérience Stage - Courtier - 2 mois\n\n| ACE (57100 Thionville) de avr. 2012 à mai 2012 (2 mois) Stage de courtier en assurance auto et mutuelle santé. Voir plus Voir moins', ""Expérience CDD - Agent d'entretien - 6 mois\n\n| ONET - Luxembourg (Esch sur Alzette - Pays Luxembourg) de juin 2011 à nov. 2011 (6 mois) Agent d'entretien dans un lycée en rénovation. Voir plus Voir moins""]","['Analyser et prévenir les risques', ""Contrôler le fonctionnement d'un équipement, d'une machine, d'une installation"", 'Détecter les comportements suspects', 'Planifier des interventions de maintenance', 'Surveiller le fonctionnement des machines', 'Entretenir, nettoyer un espace, un lieu, un local', 'Entretenir un équipement, une machine, une installation', 'Réaliser la plonge', ""Repérer les anomalies, incidents et informer les forces de l'ordre et les clients"", ""Contrôler l'accès et la circulation des personnes"", 'Contrôler ou appréhender une personne', 'Coordonner des interventions de sécurité', ""Réaliser des contrôles d'identité"", 'Présenter et valoriser un produit ou un service', 'Réaliser la mise en rayon', ""Répondre à un appel d'offre"", 'Gestes et postures de manutention', 'Maîtrise des outils informatiques (Internet, messagerie électronique) et bureautiques (Word, Excel, PowerPoint)', 'Plonge manuelle', ""Utilisation d'équipements de surveillance"", 'Utilisation de machine de plonge automatisée', 'Utilisation de matériel de nettoyage', 'Accueillir, orienter, renseigner un public', 'Accueillir, orienter et renseigner un client', ""Adapter son discours selon l'interlocuteur"", ""Relayer de l'information"", ""Rendre compte de son action, de risques ou d'anomalies au responsable"", ""Rédiger un rapport, un compte rendu d'activité"", ""Vérifier les conditions de réalisation d'une commande"", 'Protection des biens', 'Sécurité incendie', ""Agir rapidement en cas d'accident ou d'imprévu"", 'Utiliser les outils numériques', 'Cuire des viandes, poissons ou légumes', 'Préparer, assembler des plats simples', 'Techniques de communication orales, écrites et numériques', 'Techniques de lutte incendie', ""Service de Sécurité Incendie et d'Assistance à Personnes de niveau 1 (SSIAP1)"", 'Gérer et déployer des logiciels à distance']","[""Faire preuve d'autonomie"", 'Faire preuve de curiosité', 'Faire preuve de réactivité', 'Faire preuve de rigueur et de précision', 'Organiser son travail selon les priorités et les objectifs', 'Respecter ses engagements, assumer ses responsabilités', 'Travailler en équipe']",['Anglais'],"['A - Moto', 'B - Véhicule léger']",Stage en informatique
"[""Formation Bac pro Systèmes numériques option C Réseaux informatiques et systèmes communicants\n\n| Bac ou équivalent 2019 - Domaine de formation : Informatique Et Systèmes D'information Voir plus Voir moins""]","[""Expérience Préparateur de commande \n\n| Neocadis E. Leclerc  (Neufchâteau) de janv. 2020 à févr. 2020 (2 mois) Préparer les commande en ligne des clients Compétences Réaliser le prélèvement de produits selon les instructions de préparation de commande et constituer les colis, lots, ... (Intermédiaire) Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison (Intermédiaire) Voir plus Voir moins"", 'Expérience Vendeur téléphonie/informatique\n\n| LECLERC  (NEUFCHATEAU) de déc. 2019 à janv. 2020 (2 mois) Accueil des clients, renseignements sur produits, facturation des produits Compétences Argumentation commerciale (Intermédiaire) Présenter et valoriser un produit ou un service (Intermédiaire) Réaliser la mise en rayon (Intermédiaire) Techniques de vente et de promotion (Intermédiaire) Voir plus Voir moins', ""Expérience Stagiaire technicien informatique \n\n| CITÉ SCOLAIRE PIERRE ET MARIE CURIE (88300 neufchateau) de févr. 2019 à mars 2019 (2 mois) Compétences Apporter une assistance technique aux équipes (Intermédiaire) Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives (Intermédiaire) Réaliser la maintenance de premier niveau (Avancé) Voir plus Voir moins"", ""Expérience Stagiaire technicien informatique\n\n| S.A.M Informatique (88300 Neufchateau) nov. 2018 Compétences Administrer un système d'informations (Intermédiaire) Contrôler la conformité d'un équipement, d'une machine, d'une installation (Intermédiaire) Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques (Intermédiaire) Voir plus Voir moins""]","['Câbler un matériel', 'Connecter une boîte de raccordements', 'Installer des gaines et câblages', ""Installer l'équipement sur le site et le connecter aux réseaux extérieurs"", ""Administrer un système d'informations"", ""Configurer ou paramétrer l'équipement de télécommunication, de courants faibles"", ""Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques"", 'Paramétrer un logiciel, un outil, un système numérique', 'Changer ou réparer une pièce ou un ensemble défectueux', ""Contrôler la conformité d'un équipement, d'une machine, d'une installation"", ""Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives"", 'Réaliser la maintenance de premier niveau', 'Présenter et valoriser un produit ou un service', 'Réaliser la mise en rayon', 'Réaliser le prélèvement de produits selon les instructions de préparation de commande et constituer les colis, lots, ...', ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Lecture de plans et de schémas', ""Organisation d'une baie de brassage"", ""Configuration de pare-feu et de systèmes de prévention d'intrusion"", ""Utilisation d'appareils de mesure électrique"", ""Prendre une décision et l'expliquer"", 'Conseiller, accompagner une personne', 'Argumentation commerciale', ""Réaliser les travaux de montage, d'assemblage"", 'Apporter une assistance technique aux équipes', 'Techniques de vente et de promotion']","[""Être à l'écoute, faire preuve d'empathie"", 'Faire preuve de curiosité', ""S'adapter aux changements"", 'Travailler en équipe']",['Anglais'],['B - Véhicule léger'],Stage en informatique
"[""Formation Titre professionnel technicien d'assistance en informatique 2024 Diplôme ou qualification obtenu(e). Compétences Analyser, résoudre un problème courant ou complexe (Débutant) Gestion de parc informatique (Débutant) Information Technology Infrastructure Library (ITIL) (Débutant) Configurer le poste de travail aux besoins de l'utilisateur (Intermédiaire) Relayer de l'information (Intermédiaire) Systèmes d'exploitation informatique (Intermédiaire) Voir plus Voir moins"", 'Formation BAC STI2D\n\n| Bac ou équivalent 2020 Diplôme ou qualification obtenu(e). - Domaine de formation : Énergie Voir plus Voir moins']","[""Expérience Préparateur de commandes \n\n| Divers entreprises : Geodis, Décathlon, DPD, Palladium (Saint Quentin Fallavier) de juil. 2020 à janv. 2023 (2 ans et 7 mois) -Préparation de commande \n-Réception de colis (gérer l’arrivée des cartons sur la gare, réapprovisionner le stock en parallèle) \n-Injection des cartons sur la gare pour réception des divers pôles Compétences Charger, décharger, manutentionner des produits (Avancé) Gestes et postures de manutention (Avancé) Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation (Avancé) Réaliser le prélèvement de produits selon les instructions de préparation de commande et constituer les colis, lots, ... (Avancé) Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison (Avancé) Utilisation d'engins de manutention non motorisés (transpalette, diable, ...) (Avancé) Voir plus Voir moins""]","['Gestes et postures de manutention', 'Gestion de parc informatique', 'Information Technology Infrastructure Library (ITIL)', ""Systèmes d'exploitation informatique"", 'Charger, décharger, manutentionner des produits', 'Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation', 'Réaliser le prélèvement de produits selon les instructions de préparation de commande et constituer les colis, lots, ...', ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", ""Relayer de l'information"", ""Configurer le poste de travail aux besoins de l'utilisateur"", 'Changer ou réparer une pièce ou un ensemble défectueux', ""Utilisation d'engins de manutention non motorisés (transpalette, diable, ...)"", 'Analyser, résoudre un problème courant ou complexe']","['Avoir le sens du service', ""Être à l'écoute, faire preuve d'empathie"", 'Organiser son travail selon les priorités et les objectifs']","['Français', 'Anglais', 'Allemand']","['A - Moto', 'B - Véhicule léger']",Stage en informatique
"[""Formation Technicien assistant informatique\n\n| Bac ou équivalent Cette Formation contient une pièce jointe 2020 Diplôme ou qualification obtenu(e). Module Windows 10 office Microsoft module cyber sécurité - Domaine de formation : Informatique Et Systèmes D'information Compétences Analyser, résoudre un problème courant ou complexe (Intermédiaire) Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques (Intermédiaire) Protection des données numériques (Intermédiaire) Apporter une assistance technique aux équipes (Avancé) Configurer le poste de travail aux besoins de l'utilisateur (Avancé) Pièces jointes .pdf .pdf .pdf .pdf Voir plus Voir moins""]","[""Expérience chauffeur pl\n\n| suez rv (paris ,banlieu) de févr. 1996 à juin 2018 (22 ans et 5 mois) collecte des dechet menager Compétences Formation Continue Obligatoire (FCO) Optimiser un plan de chargement des marchandises Contrôler l'état de fonctionnement du véhicule (Avancé) Voir plus Voir moins"", ""Expérience surveillant agent de securité\n\n| me rappelle pas (site de la bibliotheque francois mitterand) de sept. 1995 à nov. 1995 (3 mois) surveillant sur le site de la bibliotheque francois mitterand Compétences Contrôler l'accès et la circulation des personnes Vérifier les accès, les lieux (fermeture, présence d'objets, de personnes, ...), les équipements et les systèmes de sécurité et de prévention Surveiller un espace, un local, un lieu, une installation (Intermédiaire) Voir plus Voir moins"", ""Expérience technicien en assistance informatique\n\n| LDLC (cormeille en parisis) Cette Expérience contient une pièce jointe Non renseigné j ai été stagiaire dans l'entreprise LDLC en tant que technicien en informatique durant tout le mois de juillet cela été une expérience nouvelle pour moi étant donné que je suis en total reconversion a la recherche  d'un emploi dans laquelle je pourrais m'exprimer et me former a mi temps en intérim pour pouvoir crée mon entreprise et travailler avec des gens sincère Compétences Administrer un système d'informations (Débutant) Analyser, résoudre un problème courant ou complexe (Intermédiaire) Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques (Intermédiaire) Protection des données numériques (Intermédiaire) Configurer le poste de travail aux besoins de l'utilisateur (Avancé) Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives (Avancé) Réaliser la maintenance de premier niveau (Avancé) Pièces jointes .pdf .pdf Voir plus Voir moins""]","['Changer ou réparer une pièce ou un ensemble défectueux', ""Contrôler l'état de fonctionnement du véhicule"", 'Dépanner des équipements informatiques', ""Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives"", ""Réaliser l'entretien du matériel"", 'Réaliser la maintenance de premier niveau', 'Surveiller un espace, un local, un lieu, une installation', 'Vérifier le fonctionnement des appareils, effectuer la maintenance de premier niveau ou informer le responsable, le service maintenance en cas de dysfonctionnements', 'Accompagner des groupes lors de visites guidées ou sorties en extérieur', 'Protection des données numériques', 'Utilisation de logiciels de gestion de tournées', ""Administrer un système d'informations"", ""Configurer le poste de travail aux besoins de l'utilisateur"", ""Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques"", 'Gestes et postures de manutention', ""Système d'exploitation informatique VirtualBox"", ""Système d'exploitation Windows"", 'Comprendre et respecter les règles de vie collective', 'Gérer une situation conflictuelle', 'Utiliser les outils numériques', 'Accueillir, orienter, renseigner un public', 'Apporter une assistance technique aux équipes', 'Assurer un accueil téléphonique', 'Livrer une commande', 'Organiser des itinéraires de livraison optimisés', 'Transporter des passagers', ""Renseigner les supports de suivi d'intervention"", 'Utiliser les réseaux sociaux', ""Accompagner et développer l'autonomie dans l'usage des outils numériques et des services digitaux"", 'Enseigner, transmettre des connaissances, développer des compétences', 'Charger, décharger, manutentionner des produits', 'Gérer les stocks', 'Formation Continue Obligatoire (FCO)', 'Actualiser régulièrement ses connaissances', 'Organiser et planifier une activité', 'Optimiser un plan de chargement des marchandises', ""Vérifier les accès, les lieux (fermeture, présence d'objets, de personnes, ...), les équipements et les systèmes de sécurité et de prévention"", ""Contrôler l'accès et la circulation des personnes"", ""Vérifier l'exactitude et la conformité de documents de transport de marchandises"", 'Analyser, résoudre un problème courant ou complexe']","['Faire preuve de curiosité', 'Organiser son travail selon les priorités et les objectifs', ""S'adapter aux changements""]",['Français'],"['A - Moto', 'A1 - Motocyclette <=125 cm3', 'A2 - Moto <= 600 cm3', 'AM - Cyclomoteur <= 50 cm3', 'B - Véhicule léger', 'B1 - Quadricycle', 'B mention 96 - VL + remorque (PTAC < 4,25 T)', 'BE - Véhicule léger + remorque  (PTAC > 4,25 T)', 'C - Poids lourd', 'C1E - Poids lourd < 7,5 T + remorque', 'CE - Poids lourd + remorque  (= EC)']",Stage en informatique
['Formation 2014'],"['Expérience service civique\n\n| Pole emploi de août 2017 à mars 2018 (8 mois) accueil et aider les demandeurs d?emplois pour: l?inscription,utiliser leur espace personnelle , leur proposer les offres du jours selon leurs compétences et expériences, vérifier leurs dossier. Voir plus Voir moins', 'Expérience maintenance informatique\n\n| Alain Dessi Web Développement de mai 2016 à août 2017 (1 an et 4 mois) Installation serveur nas,réparation,montage,aide et formations clients Voir plus Voir moins', ""Expérience Maintenance informatique\n\n| Alain Dessi Web Développement de janv. 2015 à avr. 2015 (4 mois) Recherche et écriture de rapport de bugs sur diverses applications web front-end et back-end avec Mantis-BT. Réalisation documentation technique d'une application. Formation Html & Css, présentation et  travaux pratiques. Voir plus Voir moins""]","['Analyse des besoins des clients', 'Argumentation commerciale', 'Connectique', 'Électricité', 'Gestes et postures de manutention', ""Gestion de l'inventaire"", 'Gestion des incidents', 'Interprétation de données de tests électroniques', 'Logiciel de traitement de texte', ""Système d'exploitation Windows"", 'Utilisation de logiciels de tableur', 'Assurer un service après-vente', 'Développer et fidéliser la relation client', 'Présenter et valoriser un produit ou un service', 'Réaliser la mise en rayon', 'Vendre ou louer des produits ou des services', 'Assurer le suivi des stocks en temps réel', 'Gérer les stocks', 'Ranger des produits ou marchandises selon leurs dates de validité et les conditions de conservation', ""Réaliser l'étiquetage de produits"", ""Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"", 'Équipement informatique', ""Produits d'équipement électroménager"", ""Produits d'outillage"", 'Produits de téléphonie', 'Produits image et son', 'Calcul dimensionnel (surface, volume, ...)', 'Modalités de location', ""Procédures d'encaissement"", ""Surveiller le fonctionnement d'applicatifs et logiciels"", ""Surveiller le fonctionnement d'espaces disques"", 'Surveiller le fonctionnement des machines', ""Administrer un système d'informations"", ""Installer et intégrer le matériel (station, équipement réseau, périphériques, ...) dans l'environnement de production et configurer les ressources logistiques et physiques"", ""Diagnostiquer la nature et l'origine des incidents et mettre en oeuvre les mesures correctives"", 'Réaliser la maintenance de premier niveau', 'Techniques de mise en rayon', 'Techniques de vente et de promotion', 'Gérer une caisse', 'Organiser le traitement des commandes', 'Utiliser les outils numériques', 'Apporter une assistance technique aux équipes', 'Accueillir une clientèle', 'adobe photoshop', 'adobe première pro', 'cable management', 'identifier une panne', 'linux', 'Mantis BT', 'montage d""un ordinateur', 'Proposer un service, produit adapté à la demande client', 'Réaliser la mise en rayon', 'recherche et identification de pannes', 'Réparation ou remplacement des pièces défectueuses.', 'Sony vegas', 'Techniques de mise en rayon', 'windows']",[],"['Français', 'Anglais']",[],Stage en informatique
"[""Formation Test d'Ã©valuation de franÃ§ai 2025"", 'Formation Remise à niveau DECLIC (RAN DECLIC) 2024']","['Expérience PLONGEUR CUISINIER\n\n| IL BOCCACCIO (VILLE D AVRAY 92410) de oct. 2017 à févr. 2023 (5 ans et 5 mois) RESTAURANT ITALIEN Compétences Cuire des viandes, poissons ou légumes Doser des ingrédients culinaires Éplucher des légumes et des fruits Fiches techniques de cuisine Porter une appréciation gustative, olfactive ou visuelle Préparer des repas Préparer les viandes et les poissons Techniques de désinfection des surfaces Types de viande Voir plus Voir moins']","['Cuire des viandes, poissons ou légumes', 'Doser des ingrédients culinaires', 'Éplucher des légumes et des fruits', 'Porter une appréciation gustative, olfactive ou visuelle', 'Préparer les viandes et les poissons', 'Fiches techniques de cuisine', 'Techniques de désinfection des surfaces', 'Types de viande', 'Préparer des repas']",[],['Français'],['D - Transport de personnes'],Stage en informatique
"['Formation Maintenance EPMR 2022', 'Formation Montage EPMR 2022', 'Formation BTS Electrotechnique\n\n| Bac+2 ou équivalents 2021 Diplôme ou qualification obtenu(e). - Domaine de formation : Électricité Compétences Contrôler la qualité des installations électriques (Débutant) Voir plus Voir moins', ""Formation bac sti 2d\n\n| Bac ou équivalent 2019 Diplôme ou qualification obtenu(e). - Domaine de formation : Informatique Et Systèmes D'information Voir plus Voir moins""]","[""Expérience Technicien / Technicienne de maintenance d'ascenseurs\n\n| ASCENCEURS & MULTI SERVICES de nov. 2022 à avr. 2023 (6 mois)"", ""Expérience Electrotechnicien stagiaire \n\n| Cora HOUDEMONT (HOUDEMONT) Cette Expérience contient une pièce jointe de janv. 2021 à févr. 2021 (2 mois) Maintenance électrique (machines), rénovation d'un pièce...\nSoudure électronique Compétences Démonter une pièce de son support Déterminer des mesures correctives Normes de sécurité électrique Réaliser un diagnostic technique Réparer un équipement, une machine, une installation Techniques de soudure Contrôler la qualité des installations électriques (Débutant) Pièces jointes .pdf Voir plus Voir moins"", ""Expérience Electrotechnicien stagiaire\n\n| Cora HOUDEMONT (HOUDEMONT) Cette Expérience contient une pièce jointe de juin 2020 à juil. 2020 (2 mois) Maintenance électrique (machines), rénovation d'un pièce...\nSoudure électronique Compétences Électricité Pièces jointes .pdf Voir plus Voir moins""]","[""Contrôler la conformité d'un équipement, d'une machine, d'une installation"", 'Réaliser un diagnostic technique', 'Réparer un équipement, une machine, une installation', 'Contrôler la qualité des installations électriques', 'Déterminer des mesures correctives', 'Électricité', ""Réaliser la préparation logistique des matériels et des équipements d'intervention"", 'Normes de sécurité électrique', 'Démonter une pièce de son support', 'Techniques de soudure']","['Faire preuve de curiosité', 'Travailler en équipe']","['Français', 'Anglais', 'Espagnol']",['B - Véhicule léger'],Stage en informatique
